Time (UTC),Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation
2/29/2020 5:00,1.0687535,1.055007331
2/29/2020 5:09,0.903994359,1.368937597
2/29/2020 5:19,0.952987764,1.097480689
2/29/2020 5:29,1.209373982,1.418664691
2/29/2020 5:39,1.02450698,0.708175402
2/29/2020 5:49,1.687806441,1.162302802
2/29/2020 5:59,1.247080431,0.69784465
2/29/2020 6:10,1.112242979,1.093198729
2/29/2020 6:19,1.22001411,1.24370566
2/29/2020 6:29,1.383415823,1.004973607
2/29/2020 6:39,1.406084364,0.883282489
2/29/2020 6:49,1.64695482,1.008820471
2/29/2020 6:59,0.854256196,1.009867636
2/29/2020 7:09,0.45891234,1.190536243
2/29/2020 7:20,1.384679136,0.948020242
2/29/2020 7:29,1.054161871,0.958817686
2/29/2020 7:39,1.386695405,1.265067526
2/29/2020 7:49,1.317054016,0.591721747
2/29/2020 7:59,0.978389188,1.04339071
2/29/2020 8:09,0.854438103,1.188291058
2/29/2020 8:19,1.003204156,1.289283778
2/29/2020 8:30,0.441292329,1.20653149
2/29/2020 8:39,0.985878559,1.127805127
2/29/2020 8:49,0.943254202,1.327170538
2/29/2020 8:59,0.459755975,0.876597697
2/29/2020 9:09,0.880502405,0.890753701
2/29/2020 9:19,0.857542167,1.048495726
2/29/2020 9:29,0.891170014,0.799910872
2/29/2020 9:40,1.402770795,0.988137754
2/29/2020 9:49,1.125232391,0.814740034
2/29/2020 9:59,0.725687333,1.13247985
2/29/2020 10:09,1.085014765,1.024618072
2/29/2020 10:19,1.14376855,0.8206819
2/29/2020 10:29,1.180129253,0.951132007
2/29/2020 10:39,0.934161305,1.323803068
2/29/2020 10:50,0.71274943,1.164737911
2/29/2020 10:59,1.127466417,1.058908144
2/29/2020 11:09,1.72779508,0.871609555
2/29/2020 11:19,0.598570738,0.860360236
2/29/2020 11:29,1.169272716,1.025825839
2/29/2020 11:39,1.333841609,0.769077379
2/29/2020 11:49,1.336248204,1.016128003
2/29/2020 12:00,0.970222714,1.293646663
2/29/2020 12:09,0.660281738,1.382817748
2/29/2020 12:19,1.108611819,0.71565637
2/29/2020 12:29,0.88237314,1.112703538
2/29/2020 12:39,1.682199355,1.076890774
2/29/2020 12:49,1.449814796,0.885743341
2/29/2020 12:59,0.59010718,1.251838981
2/29/2020 13:10,1.176834299,1.136252335
2/29/2020 13:20,0.209485777,1.392085528
2/29/2020 13:29,1.333025493,1.228615252
2/29/2020 13:39,1.102749857,0.721160899
2/29/2020 13:49,0.958176322,0.899105482
2/29/2020 13:59,1.70145505,1.450508992
2/29/2020 14:09,0.782529127,1.034524018
2/29/2020 14:20,1.025924334,1.186838635
2/29/2020 14:30,0.760688381,0.988832065
2/29/2020 14:39,0.384147057,0.483901474
2/29/2020 14:49,1.507888926,0.958387579
2/29/2020 14:59,0.988378218,1.39374469
2/29/2020 15:09,0.672494353,0.919347904
2/29/2020 15:19,1.489458086,1.045472833
2/29/2020 15:30,0.753203657,1.079026402
2/29/2020 15:40,0.892138793,0.722703274
2/29/2020 15:49,0.751518994,0.987193093
2/29/2020 15:59,0.69633395,1.182894301
2/29/2020 16:09,0.927114052,0.65867926
2/29/2020 16:19,0.765254547,1.485179968
2/29/2020 16:29,0.905039116,0.935680408
2/29/2020 16:40,0.863060036,1.129504273
2/29/2020 16:50,0.53622832,1.316887327
2/29/2020 16:59,1.038045647,1.03524748
2/29/2020 17:09,1.075524054,0.883064995
2/29/2020 17:19,1.161725773,1.414276414
2/29/2020 17:29,0.724230363,1.381093681
2/29/2020 17:39,0.640026021,1.13559883
2/29/2020 17:50,1.291764998,1.004606989
2/29/2020 18:00,1.200428816,1.126999114
2/29/2020 18:09,1.116166362,1.511518519
2/29/2020 18:19,1.024137133,0.698280979
2/29/2020 18:29,0.842399749,0.983171977
2/29/2020 18:39,0.772465008,1.143140029
2/29/2020 18:49,1.279409745,0.981050632
2/29/2020 18:59,0.833955367,1.124230537
2/29/2020 19:10,0.681010469,1.152664381
2/29/2020 19:19,0.842641439,1.230554566
2/29/2020 19:29,0.787422801,1.257821632
2/29/2020 19:39,1.342287422,0.44478511
2/29/2020 19:49,1.243278478,1.125454924
2/29/2020 19:59,0.500608079,1.362053161
2/29/2020 20:09,0.337709501,0.854474638
2/29/2020 20:20,0.83503719,1.061428357
2/29/2020 20:29,1.429003024,1.069494877
2/29/2020 20:39,1.641258445,1.466119816
2/29/2020 20:49,0.328908851,1.230040981
2/29/2020 20:59,1.256801668,1.035526756
2/29/2020 21:09,1.040713038,0.87984436
2/29/2020 21:20,0.903189161,0.746434846
2/29/2020 21:30,1.178004467,0.809726242
2/29/2020 21:39,0.887144025,1.172470828
2/29/2020 21:49,1.316779469,1.138073596
2/29/2020 21:59,1.311505,1.039126366
2/29/2020 22:09,0.523329876,0.666025675
2/29/2020 22:19,0.932244723,1.465820926
2/29/2020 22:29,1.123709001,1.026990445
2/29/2020 22:40,0.792313403,1.314907447
2/29/2020 22:49,1.166765577,1.012880581
2/29/2020 22:59,0.485989905,1.12872772
2/29/2020 23:09,0.865928352,1.506019165
2/29/2020 23:19,0.827744101,1.124508544
2/29/2020 23:29,0.631449879,1.408021627
2/29/2020 23:39,0.864197422,0.933169195
2/29/2020 23:50,0.549159517,0.804559636
2/29/2020 23:59,0.378554633,1.318404985
3/1/2020 0:09,0.302965206,0.835633111
3/1/2020 0:19,1.470999413,1.391617474
3/1/2020 0:29,0.765907073,0.811301761
3/1/2020 0:39,0.59384566,1.267960882
3/1/2020 0:50,1.108173218,1.018580455
3/1/2020 1:00,1.223605485,0.975903733
3/1/2020 1:09,0.985571197,1.46017987
3/1/2020 1:19,1.122984068,1.133263066
3/1/2020 1:29,0.276007942,0.969333952
3/1/2020 1:39,0.732084931,1.136284783
3/1/2020 1:49,0.923177934,0.7940131
3/1/2020 2:00,1.037391345,1.295011552
3/1/2020 2:10,0.490644472,0.928076368
3/1/2020 2:29,1.276664487,0.953195209
3/1/2020 2:39,1.704699631,1.515250615
3/1/2020 2:49,0.848411858,1.390153138
3/1/2020 2:59,1.350948206,0.812561881
3/1/2020 3:10,1.383594001,1.296829687
3/1/2020 3:20,0.365755695,1.031856949
3/1/2020 3:29,0.251554223,0.957756937
3/1/2020 3:39,0.501406273,0.922002694
3/1/2020 3:49,0.783667542,1.250576209
3/1/2020 3:59,0.297676077,0.96728809
3/1/2020 4:09,0.975214793,1.344522847
3/1/2020 4:20,0.988934072,1.483592716
3/1/2020 4:30,0.712076412,0.763001245
3/1/2020 4:39,1.096885911,1.18825324
3/1/2020 4:49,1.209306391,0.618341206
3/1/2020 4:59,1.08040318,1.221731728
3/1/2020 5:09,0.769074162,1.043806615
3/1/2020 5:19,0.092679241,1.303056544
3/1/2020 5:30,1.591698246,0.962943286
3/1/2020 5:40,0.826926443,0.966990268
3/1/2020 5:49,0.528799667,1.131315028
3/1/2020 5:59,0.963811593,0.816676189
3/1/2020 6:09,0.524401159,1.124746963
3/1/2020 6:19,0.75086504,1.173262657
3/1/2020 6:29,1.159493287,1.139969191
3/1/2020 6:39,0.745112491,0.914789086
3/1/2020 6:50,1.038451645,0.31435834
3/1/2020 6:59,1.340054277,1.474888735
3/1/2020 7:09,0.819572808,0.681894085
3/1/2020 7:19,1.142394149,1.056892324
3/1/2020 7:29,1.368398847,0.961486132
3/1/2020 7:39,0.899673783,0.846591625
3/1/2020 7:49,1.40776551,1.409914249
3/1/2020 8:00,1.034154207,1.446570643
3/1/2020 8:10,0.726565538,1.343796394
3/1/2020 8:19,1.490816899,1.132080898
3/1/2020 8:29,1.152934576,1.039059997
3/1/2020 8:39,1.252155232,0.932497489
3/1/2020 8:49,1.079962183,1.044226144
3/1/2020 8:59,0.721992893,1.396265284
3/1/2020 9:10,0.8269293,1.237017715
3/1/2020 9:20,1.099142736,0.919627846
3/1/2020 9:29,1.118939805,1.059603481
3/1/2020 9:39,0.627345594,1.102779001
3/1/2020 9:49,0.24543951,1.264257838
3/1/2020 9:59,1.444932272,0.836524873
3/1/2020 10:09,1.300949408,1.138658029
3/1/2020 10:20,0.775079463,0.443516623
3/1/2020 10:30,1.099229357,1.122661219
3/1/2020 10:39,1.553664958,1.141062652
3/1/2020 10:49,1.342813699,0.852586795
3/1/2020 10:59,0.437952898,1.099205056
3/1/2020 11:09,1.314710551,0.756560038
3/1/2020 11:19,1.403823093,0.934684597
3/1/2020 11:30,0.867421918,1.196723875
3/1/2020 11:40,0.740265187,1.14451681
3/1/2020 11:49,0.989585778,0.766486045
3/1/2020 11:59,1.058188886,0.985597141
3/1/2020 12:09,1.304782635,1.356471379
3/1/2020 12:19,0.887809786,0.84930901
3/1/2020 12:29,0.754543402,0.725136076
3/1/2020 12:39,0.79776203,0.901293775
3/1/2020 12:50,1.425604902,1.415431915
3/1/2020 13:00,0.868211639,1.119249958
3/1/2020 13:09,1.350109195,0.74028592
3/1/2020 13:19,1.130542445,1.187111218
3/1/2020 13:29,1.0587606,1.426837213
3/1/2020 13:39,0.865218781,1.339177042
3/1/2020 13:49,0.922532931,1.439398165
3/1/2020 14:00,1.155798068,0.949955947
3/1/2020 14:10,0.946205203,0.885524899
3/1/2020 14:19,0.915580609,0.850864249
3/1/2020 14:29,0.616558082,1.086826912
3/1/2020 14:39,0.239914577,1.060106545
3/1/2020 14:49,0.9270871,1.049200252
3/1/2020 14:59,0.80415715,1.287587233
3/1/2020 15:10,1.383153723,1.276619851
3/1/2020 15:20,0.850220844,0.727417519
3/1/2020 15:29,0.964757296,1.133417497
3/1/2020 15:39,1.179519256,1.252996744
3/1/2020 15:49,1.236510515,0.896811649
3/1/2020 15:59,0.941702945,1.275412318
3/1/2020 16:09,1.090640811,0.622350526
3/1/2020 16:20,0.840709591,1.204608394
3/1/2020 16:30,1.166976484,0.933247558
3/1/2020 16:39,1.070944673,1.540138558
3/1/2020 16:49,0.993519141,1.303066549
3/1/2020 16:59,0.687943554,1.196030896
3/1/2020 17:09,0.832642535,1.327786801
3/1/2020 17:19,0.86494266,1.150487122
3/1/2020 17:30,0.774192986,1.170125755
3/1/2020 17:40,0.765775128,1.277085802
3/1/2020 17:49,0.719572401,1.350449287
3/1/2020 17:59,1.332004518,1.130630884
3/1/2020 18:09,1.09202572,1.071001792
3/1/2020 18:19,0.620392541,1.059234571
3/1/2020 18:29,0.87245604,0.347544628
3/1/2020 18:40,1.132231304,0.90121459
3/1/2020 18:50,0.587516922,0.958497583
3/1/2020 18:59,0.485985612,1.027049587
3/1/2020 19:09,0.937555745,1.075633468
3/1/2020 19:19,0.987548155,0.883539322
3/1/2020 19:29,1.328466006,1.157763931
3/1/2020 19:39,0.687077459,1.186488031
3/1/2020 19:50,1.193967654,0.802304314
3/1/2020 20:00,0.763344367,0.610280278
3/1/2020 20:09,1.029976463,0.437154526
3/1/2020 20:19,0.949848571,1.238607007
3/1/2020 20:29,0.896323113,1.197512113
3/1/2020 20:39,0.710548233,0.959623291
3/1/2020 20:49,0.730323208,0.712961227
3/1/2020 21:00,1.080079152,1.403879944
3/1/2020 21:10,0.632022001,0.808468147
3/1/2020 21:19,0.924418761,1.221490303
3/1/2020 21:29,1.185708308,0.94967128
3/1/2020 21:39,1.017800076,0.96848902
3/1/2020 21:49,1.069793426,1.046100436
3/1/2020 21:59,0.859112812,1.413617461
3/1/2020 22:10,0.948879708,0.925422379
3/1/2020 22:20,0.938232025,0.441387895
3/1/2020 22:29,0.529522463,1.025194672
3/1/2020 22:39,1.160924766,0.397690126
3/1/2020 22:49,1.148487532,1.006589809
3/1/2020 22:59,1.460835295,0.968495581
3/1/2020 23:09,0.496525579,1.457330296
3/1/2020 23:20,1.440997292,1.37210758
3/1/2020 23:30,0.674998307,1.060749898
3/1/2020 23:39,0.480100564,1.158064819
3/1/2020 23:49,1.095834263,1.13636074
3/1/2020 23:59,0.531434107,1.377900787
3/2/2020 0:09,1.111089739,1.174045213
3/2/2020 0:19,1.214441684,0.949833997
3/2/2020 0:30,0.08176385,1.143303184
3/2/2020 0:40,1.134874823,0.93126718
3/2/2020 0:49,1.363061202,0.940915663
3/2/2020 0:59,0.828025167,1.177187233
3/2/2020 1:09,0.67124736,1.182998905
3/2/2020 1:19,1.170322316,0.807568453
3/2/2020 1:30,0.798587329,1.133016064
3/2/2020 1:40,0.918137695,1.093002934
3/2/2020 1:49,0.583838933,1.191287554
3/2/2020 1:59,1.152086081,1.41446368
3/2/2020 2:09,0.908006452,1.39832974
3/2/2020 2:19,0.583742798,1.119047185
3/2/2020 2:29,0.97770468,0.925300819
3/2/2020 2:40,1.169786429,0.992428915
3/2/2020 2:50,0.579430829,1.459936588
3/2/2020 3:00,1.333173861,1.427478043
3/2/2020 3:09,1.298760821,0.908397235
3/2/2020 3:19,0.511346361,0.507666829
3/2/2020 3:29,1.175452184,1.266228184
3/2/2020 3:39,0.860977214,0.891053152
3/2/2020 3:49,0.865568803,1.170071014
3/2/2020 4:00,0.833663747,1.155410755
3/2/2020 4:09,0.83327498,1.231731175
3/2/2020 4:19,1.526845653,1.374884242
3/2/2020 4:29,0.76579856,1.302118486
3/2/2020 4:39,1.544334895,0.915420967
3/2/2020 4:49,1.322302331,0.867064465
3/2/2020 4:59,0.696935289,0.50849359
3/2/2020 5:10,0.392506091,1.14144016
3/2/2020 5:20,1.014162581,0.864291463
3/2/2020 5:29,0.917759351,0.910923424
3/2/2020 5:39,1.251161041,1.095841144
3/2/2020 5:49,0.36509518,1.267962253
3/2/2020 5:59,1.433094559,1.090816636
3/2/2020 6:09,1.239481227,1.24948687
3/2/2020 6:20,0.76519981,1.012501279
3/2/2020 6:30,1.662828499,0.836197324
3/2/2020 6:39,0.899192659,1.393132567
3/2/2020 6:49,1.211653119,1.013534173
3/2/2020 6:59,0.329092207,0.784964659
3/2/2020 7:09,0.791119246,1.165398874
3/2/2020 7:19,1.212080328,1.013137462
3/2/2020 7:30,1.18626287,1.2666265
3/2/2020 7:40,1.249603535,1.322634508
3/2/2020 7:49,1.293779357,1.082816158
3/2/2020 7:59,1.324527225,0.906765925
3/2/2020 8:09,1.220096568,0.881789182
3/2/2020 8:19,0.816134491,1.235153425
3/2/2020 8:29,1.092929257,0.908493184
3/2/2020 8:40,0.778251776,1.551042868
3/2/2020 8:50,1.286501278,1.545337474
3/2/2020 8:59,0.102362155,1.298363533
3/2/2020 9:09,0.269651832,1.108192117
3/2/2020 9:19,1.055432779,0.866217727
3/2/2020 9:29,1.115218346,1.157449774
3/2/2020 9:39,1.191446435,0.863183686
3/2/2020 9:50,0.193200724,0.819523066
3/2/2020 10:00,0.998253008,1.115211742
3/2/2020 10:09,1.579803417,0.875008075
3/2/2020 10:19,0.693162649,1.152260188
3/2/2020 10:29,1.021867474,1.5039688
3/2/2020 10:39,1.094392716,1.187384377
3/2/2020 10:49,1.338449587,1.123446292
3/2/2020 11:00,0.884070821,1.210570267
3/2/2020 11:10,1.081394687,0.9434434
3/2/2020 11:19,1.294421113,1.242007906
3/2/2020 11:29,1.07031797,1.424742973
3/2/2020 11:39,0.544648768,1.233245227
3/2/2020 11:49,0.506096897,1.033939288
3/2/2020 11:59,0.720796507,1.298184106
3/2/2020 12:09,0.717680987,0.864349378
3/2/2020 12:20,1.059721821,1.227129361
3/2/2020 12:30,1.402316737,1.272984619
3/2/2020 12:39,0.687970725,1.022206036
3/2/2020 12:49,1.10473475,0.957937318
3/2/2020 12:59,1.412038901,1.225986694
3/2/2020 13:09,0.897854637,0.723747481
3/2/2020 13:19,1.24633836,0.973771276
3/2/2020 13:30,0.825068264,1.038255571
3/2/2020 13:40,0.907983277,0.530643346
3/2/2020 13:49,0.980702738,1.263844837
3/2/2020 13:59,0.669392473,1.256307976
3/2/2020 14:09,1.140693563,0.990879508
3/2/2020 14:19,0.365196218,1.208881756
3/2/2020 14:29,1.156734325,1.18292296
3/2/2020 14:40,0.62850471,0.835779031
3/2/2020 14:50,1.110651462,1.448577418
3/2/2020 14:59,1.316267946,1.256654611
3/2/2020 15:09,0.693889071,1.278395377
3/2/2020 15:19,1.170467299,1.204389964
3/2/2020 15:29,1.336736408,0.615115747
3/2/2020 15:39,1.352392493,0.999020338
3/2/2020 15:50,0.97747902,0.965734621
3/2/2020 16:00,1.168897255,1.511420116
3/2/2020 16:09,0.989470668,0.957415753
3/2/2020 16:19,0.902866823,0.920719117
3/2/2020 16:29,1.222666882,1.188742363
3/2/2020 16:39,1.217044604,1.089649351
3/2/2020 16:49,1.269639723,1.030828936
3/2/2020 17:00,0.47256064,1.001994121
3/2/2020 17:10,0.497786208,1.348146865
3/2/2020 17:19,0.816902153,0.945396073
3/2/2020 17:29,0.587934418,1.145659624
3/2/2020 17:39,1.241002159,0.520359124
3/2/2020 17:49,1.20836804,1.226449597
3/2/2020 17:59,0.905128153,1.296516817
3/2/2020 18:10,1.298170656,1.348872571
3/2/2020 18:20,1.061981075,1.05533995
3/2/2020 18:29,0.94815146,1.210136053
3/2/2020 18:39,0.629973834,1.236966814
3/2/2020 18:49,0.680831681,0.697927396
3/2/2020 18:59,1.172233929,1.077587074
3/2/2020 19:09,1.211535952,0.929507647
3/2/2020 19:20,0.728062813,0.931640743
